Naam openbare ruimte;Huisnummer;Huisletter;Huisnummertoevoeging;Postcode;Woonplaats;Naam stadsdeel;Code stadsdeel;Naam gebiedsgerichtwerkengebied;Code gebiedsgerichtwerkengebied;Naam Wijk;Code Wijk;Naam buurt;Code buurt;Code bouwblok;X-coordinaat (RD);Y-coordinaat (RD);Latitude (WGS84);Longitude (WGS84);Indicatie hoofdadres;Gebruiksdoel;Feitelijk gebruik;Oppervlakte (m2);Objecttype;Verblijfsobjectstatus;Openbareruimte-identificatie;Pandidentificatie;Verblijfsobjectidentificatie;Ligplaatsidentificatie;Standplaatsidentificatie;Nummeraanduidingidentificatie
Moermanskkade;83;;;1013BC;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD25;119944;490205;52,3985639;4,8721313;;BEST-kantoorfunctie;kantoor (hoofdcode);358;Verblijfsobject;Verblijfsobject in gebruik;0363300000006027;['0363100012239306'];0363010012064022;;;0363200012064158
Danzigerkade;13;D;;1013AP;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD43;120282;490212;52,3986483;4,8770965;;BEST-kantoorfunctie;kantoor (hoofdcode);307;Verblijfsobject;Verblijfsobject in gebruik;0363300000003195;['0363100012246426'];0363010012065374;;;0363200012065544
Danzigerkade;13;F;;1013AP;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD43;120280;490212;52,3986482;4,8770672;;BEST-kantoorfunctie;kantoor (hoofdcode);307;Verblijfsobject;Verblijfsobject in gebruik;0363300000003195;['0363100012246426'];0363010012065368;;;0363200012065538
Nieuwe Hemweg;11;;;1013BG;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;;119458;489671;52,3937335;4,8650474;;BEST-winkelfunctie;benzinestation;296;Verblijfsobject;Verblijfsobject in gebruik;0363300000003906;['0363100012239989'];0363010012066242;;;0363200012066418
Durbanweg;31;;;1047HD;;Westpoort;B;;;Westelijk Havengebied;B10;Afrikahaven;B10g;DA35;110808;491119;52,4061184;4,7377843;;BEST-overige gebruiksfunctie ;opslag / distributie;8060;Verblijfsobject;Verblijfsobject in gebruik;0363300000002041;['0363100012239990'];0363010012066371;;;0363200012066547
Durbanweg;29;;;1047HD;;Westpoort;B;;;Westelijk Havengebied;B10;Afrikahaven;B10g;DA35;110774;491232;52,4071311;4,7372698;;BEST-industriefunctie;opslag / distributie;10146;Verblijfsobject;Verblijfsobject in gebruik;0363300000002041;['0363100012239990'];0363010012066374;;;0363200012066550
Danzigerkade;92;;;1013AP;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;;120522;490135;52,3979773;4,8806349;;;;;Ligplaats;Plaats aangewezen;0363300000003195;;;0363020012061212;;0363200012068558
Danzigerkade;94;;;1013AP;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;;120544;490141;52,3980349;4,8809594;;;;;Ligplaats;Plaats aangewezen;0363300000003195;;;0363020012061213;;0363200012068559
Haparandadam;29;;;1013AK;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;;120603;490104;52,3977017;4,8818325;;;;;Ligplaats;Plaats aangewezen;0363300003682813;;;0363020012061198;;0363200012068543
Moermanskkade;241;;;1013BC;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD25;119885;490277;52,3992072;4,8712569;;BEST-industriefunctie;overig bedrijf;121;Verblijfsobject;Verblijfsobject in gebruik;0363300000006027;['0363100012240348'];0363010012068181;;;0363200012068373
Danzigerkade;84;;;1013AP;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;;120433;490110;52,3977470;4,8793367;;;;;Ligplaats;Plaats aangewezen;0363300000003195;;;0363020012061208;;0363200012068554
Danzigerkade;96;;;1013AP;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;;120414;490184;52,3984134;4,8790486;;;;;Ligplaats;Plaats aangewezen;0363300000003195;;;0363020012061214;;0363200012068560
Haparandadam;41;;;1013AK;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;;120643;490150;52,3981189;4,8824099;;;;;Ligplaats;Plaats aangewezen;0363300003682813;;;0363020012061204;;0363200012068550
Westpoortweg;201;;;;;Westpoort;B;;;Westelijk Havengebied;B10;Afrikahaven;B10g;;112208;491018;52,4053217;4,7583695;;BEST-overige gebruiksfunctie ;;5;Verblijfsobject;Verblijfsobject gevormd;0363300011951142;['0363100012250226'];0363010012125485;;;0363200012127337
Danzigerbocht;39;B;;;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD25;120079;490072;52,3973773;4,8741286;;BEST-kantoorfunctie;;201;Verblijfsobject;Verblijfsobject gevormd;0363300000003194;['0363100012250251'];0363010012126243;;;0363200012128136
Danzigerbocht;39;M;;;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD25;120081;490069;52,3973504;4,8741583;;BEST-kantoorfunctie;;216;Verblijfsobject;Verblijfsobject gevormd;0363300000003194;['0363100012250251'];0363010012126252;;;0363200012128145
Danzigerbocht;39;E;;;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD25;120080;490071;52,3973683;4,8741434;;BEST-kantoorfunctie;;223;Verblijfsobject;Verblijfsobject gevormd;0363300000003194;['0363100012250251'];0363010012126246;;;0363200012128139
Danzigerbocht;39;L;;;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD25;120077;490070;52,3973591;4,8740994;;BEST-kantoorfunctie;;222;Verblijfsobject;Verblijfsobject gevormd;0363300000003194;['0363100012250251'];0363010012126251;;;0363200012128144
Danzigerkade;90;;;1013AP;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;;120500;490129;52,3979198;4,8803103;;;;;Ligplaats;Plaats aangewezen;0363300000003195;;;0363020012061211;;0363200012068557
Haparandadam;27;;;1013AK;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;;120595;490098;52,3976436;4,8817204;;;;;Ligplaats;Plaats aangewezen;0363300003682813;;;0363020012061197;;0363200012068542
Haparandadam;7;A;9;1013AK;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;;120503;490008;52,3968289;4,8803645;;BEST-overige gebruiksfunctie ;;58;Verblijfsobject;Verblijfsobject in gebruik;0363300003682813;['0363100012240915'];0363010012072595;;;0363200012072884
Haparandadam;7;D;12;1013AK;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;;120493;490002;52,3967743;4,8802182;;BEST-overige gebruiksfunctie ;;67;Verblijfsobject;Verblijfsobject in gebruik;0363300003682813;['0363100012240915'];0363010012072622;;;0363200012072911
Haparandadam;7;C;9;1013AK;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;;120496;490007;52,3968195;4,8802618;;BEST-overige gebruiksfunctie ;;67;Verblijfsobject;Verblijfsobject in gebruik;0363300003682813;['0363100012240915'];0363010012072610;;;0363200012072899
Haparandadam;7;D;6;1013AK;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;;120500;490002;52,3967748;4,8803211;;BEST-overige gebruiksfunctie ;;40;Verblijfsobject;Verblijfsobject in gebruik;0363300003682813;['0363100012240915'];0363010012072619;;;0363200012072908
Haparandadam;7;D;2;1013AK;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;;120501;490002;52,3967748;4,8803357;;BEST-overige gebruiksfunctie ;;40;Verblijfsobject;Verblijfsobject in gebruik;0363300003682813;['0363100012240915'];0363010012072614;;;0363200012072903
Haparandadam;7;A;3;1013AK;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;;120497;490010;52,3968465;4,8802762;;BEST-overige gebruiksfunctie ;;58;Verblijfsobject;Verblijfsobject in gebruik;0363300003682813;['0363100012240915'];0363010012072603;;;0363200012072892
Donauweg;31;;;1043AJ;;Westpoort;B;;;Westelijk Havengebied;B10;Westhaven Zuid;B10h;DF07;117159;489616;52,3930855;4,8312798;;BEST-industriefunctie;bedrijf;436;Verblijfsobject;Verblijfsobject in gebruik;0363300000005601;['0363100012071928'];0363010012073443;;;0363200012073779
Donauweg;29;;;1043AJ;;Westpoort;B;;;Westelijk Havengebied;B10;Westhaven Zuid;B10h;DF07;117137;489615;52,3930750;4,8309567;;BEST-industriefunctie;bedrijf;212;Verblijfsobject;Verblijfsobject in gebruik;0363300000005601;['0363100012071928'];0363010012073442;;;0363200012073778
Danzigerkade;5;;;1013AP;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD42;120325;490032;52,3970334;4,8777469;;BEST-bijeenkomstfunctie;schouwburg / concertgebouw;6341;Verblijfsobject;Verblijfsobject in gebruik;0363300000003195;['0363100012242100'];0363010012078592;;;0363200012079583
Basisweg;56;N;;1043AP;;Westpoort;B;;;Westelijk Havengebied;B10;Westhaven Zuid;B10h;DF03;116438;489521;52,3921815;4,8206989;;BEST-kantoorfunctie;bedrijf;120;Verblijfsobject;Verblijfsobject in gebruik;0363300000002488;['0363100012088133'];0363010012080612;;;0363200012081760
Basisweg;56;K;;1043AP;;Westpoort;B;;;Westelijk Havengebied;B10;Westhaven Zuid;B10h;DF03;116437;489524;52,3922084;4,8206839;;BEST-kantoorfunctie;bedrijf;53;Verblijfsobject;Verblijfsobject in gebruik;0363300000002488;['0363100012088133'];0363010012080609;;;0363200012081757
Basisweg;56;U;;1043AP;;Westpoort;B;;;Westelijk Havengebied;B10;Westhaven Zuid;B10h;DF03;116440;489523;52,3921996;4,8207281;;BEST-kantoorfunctie;bedrijf;113;Verblijfsobject;Verblijfsobject in gebruik;0363300000002488;['0363100012088133'];0363010012080617;;;0363200012081765
Basisweg;56;V;;1043AP;;Westpoort;B;;;Westelijk Havengebied;B10;Westhaven Zuid;B10h;DF03;116438;489526;52,3922265;4,8206984;;BEST-kantoorfunctie;bedrijf;194;Verblijfsobject;Verblijfsobject in gebruik;0363300000002488;['0363100012088133'];0363010012080618;;;0363200012081766
Moezelhavenweg;2;;;;;Westpoort;B;;;Westelijk Havengebied;B10;Westhaven Zuid;B10h;DF03;116411;489541;52,3923594;4,8203000;;BEST-overige gebruiksfunctie ;bedrijf;11;Verblijfsobject;Verblijfsobject in gebruik;0363300000003796;['0363100012088133'];0363010012080619;;;0363200012081767
Haparandadam;7;C;5;1013AK;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;;120499;489998;52,3967388;4,8803068;;BEST-industriefunctie;;90;Verblijfsobject;Verblijfsobject in gebruik;0363300003682813;['0363100012240915'];0363010012080753;;;0363200012081901
Haparandadam;7;B;8;1013AK;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;;120501;489999;52,3967479;4,8803361;;BEST-industriefunctie;;96;Verblijfsobject;Verblijfsobject in gebruik;0363300003682813;['0363100012240915'];0363010012080751;;;0363200012081899
Nieuwe Hemweg;3;B;;1013BG;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD25;119694;489729;52,3942700;4,8685083;;BEST-industriefunctie;bedrijf;257;Verblijfsobject;Verblijfsobject in gebruik;0363300000003906;['0363100012068079'];0363010000755443;;;0363200000395937
Nieuwe Hemweg;3;D;;1013BG;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD25;119718;489747;52,3944333;4,8688589;;BEST-industriefunctie;bedrijf;256;Verblijfsobject;Verblijfsobject in gebruik;0363300000003906;['0363100012061284'];0363010000755445;;;0363200000395939
Danzigerkade;2;C;;1013AP;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD41;120362;489964;52,3964246;4,8782975;;BEST-kantoorfunctie;kantoor (hoofdcode);478;Verblijfsobject;Verblijfsobject in gebruik;0363300000003195;['0363100012242103'];0363010012085277;;;0363200012086502
Danzigerkade;2;A;;1013AP;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD41;120362;489965;52,3964336;4,8782974;;BEST-industriefunctie;kantoor (hoofdcode);495;Verblijfsobject;Verblijfsobject in gebruik;0363300000003195;['0363100012242103'];0363010012085276;;;0363200012086501
Siciliëweg;67;;;1045AX;;Westpoort;B;;;Westelijk Havengebied;B10;Amerikahaven;B10f;DA01;113322;493004;52,4232557;4,7744922;;BEST-industriefunctie;overig bedrijf;1450;Verblijfsobject;Verblijfsobject gevormd;0363300000002199;['0363100012243278'];0363010012085292;;;0363200012086518
Butaanweg;8;A;;1041AH;;Westpoort;B;;;Westelijk Havengebied;B10;Petroleumhaven;B10c;DC21;118697;491443;52,4096090;4,8536761;;BEST-industriefunctie;bedrijf;580;Verblijfsobject;Verblijfsobject gevormd;0363300000003071;['0363100012243295'];0363010012085429;;;0363200012086660
Hornweg;6;A;;1045AR;;Westpoort;B;;;Westelijk Havengebied;B10;Amerikahaven;B10f;DA02;115025;492313;52,4171725;4,7996093;;BEST-bijeenkomstfunctie;;31;Verblijfsobject;Verblijfsobject in gebruik;0363300000003596;['0363100012189627'];0363010012085909;;;0363200012087160
Radarweg;20;;;1042AA;;Westpoort;B;;;Westelijk Havengebied;B10;Westhaven Noord;B10d;DB12;117484;490570;52,4016816;4,8359476;;BEST-industriefunctie;bedrijf;243;Verblijfsobject;Verblijfsobject in gebruik;0363300000005621;['0363100012077034'];0363010001002962;;;0363200000397160
Westpoortweg;502;;;1047HB;;Westpoort;B;;;Westelijk Havengebied;B10;Afrikahaven;B10g;DA34;110936;492578;52,4192407;4,7394735;;BEST-kantoorfunctie;overig bedrijf;1035;Verblijfsobject;Verblijfsobject in gebruik;0363300011951142;['0363100012243504'];0363010012086179;;;0363200012087489
Maltaweg;12;;;1044AJ;;Westpoort;B;;;Westelijk Havengebied;B10;Westhaven Noord;B10d;DB42;115601;490909;52,4045962;4,8082404;;BEST-overige gebruiksfunctie ;bedrijf;1;Verblijfsobject;Verblijfsobject in gebruik;0363300000004248;['0363100012095557'];0363010000733575;;;0363200000194530
Zekeringstraat;38;;;1014BT;;Westpoort;B;;;Westelijk Havengebied;B10;Alfa-driehoek;B10b;DG04;118451;490021;52,3968129;4,8502158;;BEST-onderwijsfunctie;algemeen voortgezet onderwijs  (MAVO / HAVO /;4340;Verblijfsobject;Verblijfsobject in gebruik;0363300000001755;['0363100012151556'];0363010012087648;;;0363200012088991
Archangelkade;3;A;;1013BE;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD25;119854;489899;52,3958081;4,8708410;;BEST-industriefunctie;bedrijf;1;Verblijfsobject;Verblijfsobject in gebruik;0363300000002742;['0363100012077397'];0363010000571607;;;0363200000400411
Hornweg;14;A;;1045AR;;Westpoort;B;;;Westelijk Havengebied;B10;Amerikahaven;B10f;DA03;114413;492023;52,4145213;4,7906490;;BEST-industriefunctie;opslag / distributie;300;Verblijfsobject;Verblijfsobject in gebruik;0363300000003596;['0363100012244347'];0363010012089813;;;0363200012091188
Gyroscoopweg;50;;;1042AC;;Westpoort;B;;;Westelijk Havengebied;B10;Vervoerscentrum;B10e;DB25;117876;490405;52,4002254;4,8417256;;BEST-industriefunctie;;1502;Verblijfsobject;Verblijfsobject in gebruik;0363300000003773;['0363100012134193'];0363010000654386;;;0363200000403228
Gyroscoopweg;62;;;1042AC;;Westpoort;B;;;Westelijk Havengebied;B10;Vervoerscentrum;B10e;DB25;117951;490365;52,3998709;4,8428320;;BEST-industriefunctie;;1046;Verblijfsobject;Verblijfsobject in gebruik;0363300000003773;['0363100012134193'];0363010000654392;;;0363200000403234
Gyroscoopweg;68;;;1042AC;;Westpoort;B;;;Westelijk Havengebied;B10;Vervoerscentrum;B10e;DB25;117988;490344;52,3996847;4,8433779;;BEST-industriefunctie;bedrijf;1046;Verblijfsobject;Verblijfsobject in gebruik;0363300000003773;['0363100012134193'];0363010000654395;;;0363200000403237
Gyroscoopweg;76;;;1042AC;;Westpoort;B;;;Westelijk Havengebied;B10;Vervoerscentrum;B10e;DB25;118036;490311;52,3993914;4,8440868;;BEST-industriefunctie;bedrijf;624;Verblijfsobject;Verblijfsobject in gebruik;0363300000003773;['0363100012134193'];0363010000654399;;;0363200000403241
Kwadrantweg;7;A;;1042AG;;Westpoort;B;;;Westelijk Havengebied;B10;Westhaven Noord;B10d;DB14;117445;490435;52,4004656;4,8353896;;BEST-kantoorfunctie;bedrijf;33;Verblijfsobject;Verblijfsobject in gebruik;0363300000004108;['0363100012244596'];0363010012092604;;;0363200012094011
Gyroscoopweg;21;;;1042AC;;Westpoort;B;;;Westelijk Havengebied;B10;Vervoerscentrum;B10e;DB21;117839;490536;52,4014002;4,8411674;;BEST-kantoorfunctie;bedrijf;3683;Verblijfsobject;Verblijfsobject in gebruik;0363300000003773;['0363100012091391'];0363010000654383;;;0363200000405739
Gyroscoopweg;25;;;1042AC;;Westpoort;B;;;Westelijk Havengebied;B10;Vervoerscentrum;B10e;DB21;117872;490604;52,4020135;4,8416448;;BEST-industriefunctie;bedrijf;1836;Verblijfsobject;Verblijfsobject in gebruik;0363300000003773;['0363100012146248'];0363010000654385;;;0363200000405741
Moermanskkade;71;;;1013BC;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD25;119958;490109;52,3977021;4,8723470;;BEST-bijeenkomstfunctie;café / bar / restaurant;104;Verblijfsobject;Verblijfsobject in gebruik;0363300000006027;['0363100012244609'];0363010012092681;;;0363200012094090
Moermanskkade;325;;;;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD25;119882;490360;52,3999530;4,8712041;;BEST-overige gebruiksfunctie ;overig bedrijf;12;Verblijfsobject;Verblijfsobject gevormd;0363300000006027;['0363100012244865'];0363010012094587;;;0363200012096044
Accraweg;4;;;1047HJ;;Westpoort;B;;;Westelijk Havengebied;B10;Afrikahaven;B10g;;111864;491401;52,4087368;4,7532655;;BEST-bijeenkomstfunctie;overig bedrijf;245;Verblijfsobject;Verblijfsobject in gebruik;0363300000001076;['0363100012244825'];0363010012094112;;;0363200012095526
Moermanskkade;417;;;1013BC;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD25;119833;490340;52,3997701;4,8704863;;BEST-kantoorfunctie;overig bedrijf;848;Verblijfsobject;Verblijfsobject gevormd;0363300000006027;['0363100012245506'];0363010012095760;;;0363200012097223
Moermanskkade;425;;;;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD25;119851;490315;52,3995466;4,8707534;;BEST-overige gebruiksfunctie ;overig bedrijf;11;Verblijfsobject;Verblijfsobject gevormd;0363300000006027;['0363100012245506'];0363010012095762;;;0363200012097225
Moermanskkade;405;;;1013BC;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD25;119833;490341;52,3997791;4,8704862;;BEST-kantoorfunctie;overig bedrijf;848;Verblijfsobject;Verblijfsobject gevormd;0363300000006027;['0363100012245506'];0363010012095757;;;0363200012097220
Moermanskkade;500;;;1013BC;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD25;119779;490324;52,3996229;4,8696945;;BEST-kantoorfunctie;overig bedrijf;858;Verblijfsobject;Verblijfsobject gevormd;0363300000006027;['0363100012245742'];0363010012096125;;;0363200012097589
Moermanskkade;504;;;1013BC;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD25;119781;490321;52,3995960;4,8697242;;BEST-kantoorfunctie;overig bedrijf;1012;Verblijfsobject;Verblijfsobject gevormd;0363300000006027;['0363100012245742'];0363010012096126;;;0363200012097590
Danzigerbocht;11;;;1013AM;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD41;120336;489984;52,3966027;4,8779135;;BEST-bijeenkomstfunctie;overig bedrijf;323;Verblijfsobject;Verblijfsobject in gebruik (niet ingemeten);0363300000003194;['0363100012246287'];0363010012099239;;;0363200012100762
Zekeringstraat;47;B;;1014BP;;Westpoort;B;;;Westelijk Havengebied;B10;Alfa-driehoek;B10b;DG03;118348;489960;52,3962578;4,8487092;;BEST-kantoorfunctie;kantoor (hoofdcode);1;Verblijfsobject;Verblijfsobject in gebruik;0363300000001755;['0363100012072823'];0363010000936695;;;0363200000413273
Zekeringstraat;45;G;;1014BP;;Westpoort;B;;;Westelijk Havengebied;B10;Alfa-driehoek;B10b;DG03;118355;489911;52,3958179;4,8488174;;BEST-kantoorfunctie;kantoor (hoofdcode);140;Verblijfsobject;Verblijfsobject in gebruik;0363300000001755;['0363100012117953'];0363010000936691;;;0363200000413282
Amerikahavenweg;30;;;1045AE;;Westpoort;B;;;Westelijk Havengebied;B10;Amerikahaven;B10f;DA08;114686;491090;52,4061564;4,7947735;;BEST-kantoorfunctie;kantoor (hoofdcode);66;Verblijfsobject;Verblijfsobject in gebruik;0363300000005522;['0363100012246282'];0363010012099278;;;0363200012100803
Nieuwe Hemweg;20;;;1013CX;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD25;119329;489882;52,3956214;4,8631298;;BEST-industriefunctie;opslag / distributie;1001;Verblijfsobject;Verblijfsobject in gebruik;0363300000003906;['0363100012154630'];0363010000936615;;;0363200000412940
Nieuwe Hemweg;34;;;1013CX;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD25;119414;489879;52,3956000;4,8643789;;BEST-industriefunctie;opslag / distributie;413;Verblijfsobject;Verblijfsobject in gebruik;0363300000003906;['0363100012154630'];0363010000936622;;;0363200000412947
Nieuwe Hemweg;40;;;1013CX;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD25;119445;489838;52,3952335;4,8648387;;BEST-industriefunctie;opslag / distributie;407;Verblijfsobject;Verblijfsobject in gebruik;0363300000003906;['0363100012154630'];0363010000936625;;;0363200000412950
Nieuwe Hemweg;46;;;1013CX;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD25;119437;489793;52,3948286;4,8647259;;BEST-industriefunctie;bedrijf;431;Verblijfsobject;Verblijfsobject in gebruik;0363300000003906;['0363100012154630'];0363010000936628;;;0363200000412953
Marifoonweg;3;;;1042AV;;Westpoort;B;;;Westelijk Havengebied;B10;Vervoerscentrum;B10e;DB20;117590;490668;52,4025696;4,8374941;;BEST-kantoorfunctie;bedrijf;1795;Verblijfsobject;Verblijfsobject in gebruik;0363300000001142;['0363100012066661'];0363010000941619;;;0363200000412977
Gyroscoopweg;102;;;1042AX;;Westpoort;B;;;Westelijk Havengebied;B10;Vervoerscentrum;B10e;DB24;118053;490367;52,3998958;4,8443304;;BEST-kantoorfunctie;bedrijf;415;Verblijfsobject;Verblijfsobject in gebruik;0363300000003773;['0363100012090626'];0363010000936672;;;0363200000412984
